,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,norm_value,pIC50
533,CHEMBL2177370,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4COCCN4)CC3)c21,29.0,active,488.0320000000002,2.4635000000000007,3.0,7.0,29.0,7.5376020021010435
534,CHEMBL2177369,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4CCCCN4)CC3)c21,22.0,active,474.0050000000002,2.3390000000000004,2.0,7.0,22.0,7.657577319177793
535,CHEMBL2177368,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCC4CCOCC4)c4ccc(Cl)cc4)CC3)c21,6.0,active,497.9490000000001,3.254900000000002,2.0,6.0,6.0,8.221848749616356
536,CHEMBL2177367,CO[C@H]1CC[C@H](NC[C@@H](C(=O)N2CCN(c3ncnc4c3[C@H](C)C[C@H]4O)CC2)c2ccc(Cl)cc2)CC1,10.0,active,461.9690000000002,2.6621000000000006,2.0,6.0,10.0,8.0
537,CHEMBL2177366,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNC4CCOCC4)c4ccc(Cl)cc4)CC3)c21,15.0,active,470.0170000000002,3.1026000000000016,2.0,6.0,15.0,7.823908740944319
538,CHEMBL2177379,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4CCCN4)CC3)c21,6.0,active,415.9250000000001,2.0617,2.0,6.0,6.0,8.221848749616356
539,CHEMBL2177365,CC(C)N(C)C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,31.0,active,477.9870000000002,4.159400000000003,1.0,5.0,31.0,7.508638306165727
540,CHEMBL2177364,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNC4CCCCC4)c4ccc(Cl)cc4)CC3)c21,18.0,active,459.9970000000002,4.0782000000000025,1.0,5.0,18.0,7.7447274948966935
541,CHEMBL2177363,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CN4CCC(F)CC4)c4ccc(Cl)cc4)CC3)c21,11.0,active,459.9970000000002,4.0782000000000025,1.0,5.0,11.0,7.958607314841775
542,CHEMBL2177378,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNC(C)(C)CO)c4ccc(Cl)cc4)CC3)c21,4.0,active,458.0060000000002,3.1010000000000018,2.0,6.0,4.0,8.397940008672037
543,CHEMBL2177377,COCCNC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,17.0,active,458.0060000000002,3.1010000000000018,2.0,6.0,17.0,7.769551078621726
545,CHEMBL2177375,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCCF)c4ccc(Cl)cc4)CC3)c21,33.0,active,459.9970000000003,3.559700000000002,1.0,5.0,33.0,7.481486060122112
546,CHEMBL2177374,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCC4CC4)c4ccc(Cl)cc4)CC3)c21,12.0,active,454.0180000000002,3.776200000000002,1.0,5.0,12.0,7.920818753952375
547,CHEMBL2177373,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CN)c4ccc(Cl)cc4)CC3)c21,66.0,active,456.03400000000033,3.784200000000003,1.0,5.0,66.0,7.180456064458132
549,CHEMBL2177382,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3F)CC1)c1ccc(Cl)cc1,35.0,active,428.9240000000002,2.1004999999999994,4.0,6.0,35.0,7.455931955649724
550,CHEMBL2177381,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3F)CC1)c1ccc(Cl)cc1,14.0,active,442.95100000000014,2.8030000000000017,3.0,6.0,14.0,7.853871964321762
552,CHEMBL2177390,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,18.0,active,428.9240000000002,2.1489000000000003,4.0,6.0,18.0,7.7447274948966935
554,CHEMBL2177388,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](CF)CC3)CC1)c1ccc(Cl)cc1,6.0,active,506.03200000000027,1.7058000000000006,4.0,7.0,6.0,8.221848749616356
555,CHEMBL2177387,C=C[C@@H]1CCc2ncnc(N3CCN(C(=O)[C@H](CNC(C)C)c4ccc(Cl)cc4)CC3)c21,6.0,active,427.8960000000002,1.2518000000000011,4.0,6.0,6.0,8.221848749616356
557,CHEMBL2177385,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC3)CC1)c1ccc(Cl)cc1,12.0,active,482.03200000000027,3.2524000000000006,3.0,6.0,12.0,7.920818753952375
558,CHEMBL2325741,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,8.0,active,510.08600000000024,4.032600000000003,3.0,6.0,8.0,8.096910013008056
560,CHEMBL2325739,NC1(C(=O)NC(CCCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,24.0,active,496.0590000000002,3.642500000000002,3.0,6.0,24.0,7.619788758288394
561,CHEMBL2325738,NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,22.0,active,470.0210000000002,3.1083000000000016,3.0,6.0,22.0,7.657577319177793
562,CHEMBL2325737,NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,46.0,active,455.99400000000014,2.7182000000000013,3.0,6.0,46.0,7.337242168318426
563,CHEMBL2325736,CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,36.0,active,424.50500000000017,2.1502,3.0,7.0,36.0,7.443697499232712
565,CHEMBL2325729,NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,13.0,active,365.4410000000002,1.5279999999999998,3.0,6.0,13.0,7.886056647693163
566,CHEMBL2325728,NC1(C(=O)N[C@@H](CCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,31.0,active,365.4410000000002,1.5279999999999998,3.0,6.0,31.0,7.508638306165727
567,CHEMBL2325996,NC1(C(=O)NC(CCCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,30.0,active,382.4430000000002,2.2721,3.0,5.0,30.0,7.522878745280337
568,CHEMBL2325995,NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,42.0,active,364.4530000000002,2.133,3.0,5.0,42.0,7.376750709602099
569,CHEMBL2325994,NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,96.0,active,474.9960000000003,4.0092000000000025,3.0,5.0,96.0,7.017728766960431
570,CHEMBL2325993,CN(C)CCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,15.0,active,460.9690000000003,3.8148000000000017,3.0,5.0,15.0,7.823908740944319
571,CHEMBL2325992,CN(C)CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,14.0,active,424.93600000000015,3.1765000000000017,3.0,5.0,14.0,7.853871964321762
574,CHEMBL2325989,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,16498.0,inactive,398.89800000000025,2.7864000000000013,3.0,5.0,16498.0,4.782568700732143
580,CHEMBL2325983,NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,30.0,active,294.37899999999996,3.259500000000002,0.0,4.0,30.0,7.522878745280337
581,CHEMBL2325982,CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,23.0,active,291.35400000000004,2.458100000000001,0.0,4.0,23.0,7.638272163982407
582,CHEMBL2325743,C[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,20.0,active,277.32699999999994,2.1159,1.0,4.0,20.0,7.698970004336019
584,CHEMBL2325997,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,40.0,active,272.356,1.3229,2.0,5.0,40.0,7.3979400086720375
585,CHEMBL598194,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,66.0,active,272.356,1.4653999999999998,2.0,5.0,66.0,7.180456064458132
586,CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000.0,inactive,275.31100000000004,4.165300000000001,3.0,3.0,10000.0,5.0
587,CHEMBL2338335,CN1C/C(=C\c2ccccn2)C(=O)[C@@H](Cc2ccccn2)C1,100000.0,inactive,339.442,5.157600000000004,1.0,3.0,100000.0,4.0
588,CHEMBL2338334,CN1C/C(=C\c2ccccn2)C(=O)[C@H](Cc2ccccn2)C1,100000.0,inactive,339.442,5.157600000000004,1.0,3.0,100000.0,4.0
591,CHEMBL574646,O=C1/C(=C/c2ccccn2)CNC/C1=C\c1ccccn1,20.0,active,447.5350000000002,5.1334000000000035,2.0,6.0,20.0,7.698970004336019
594,CHEMBL2420909,c1nc(N2CCC3(CCCCN3)CC2)c2nc[nH]c2n1,66000.0,inactive,468.53200000000027,4.857000000000003,2.0,6.0,66000.0,4.180456064458132
595,CHEMBL3133821,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,10000.0,inactive,425.4920000000002,3.722800000000003,2.0,7.0,10000.0,5.0
596,CHEMBL362455,CC(C)(N)c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,23000.0,inactive,468.50900000000024,4.664600000000003,3.0,6.0,23000.0,4.638272163982407
597,CHEMBL362455,CC(C)(N)c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,250000.0,inactive,466.5410000000003,4.0317000000000025,3.0,6.0,250000.0,3.6020599913279625
598,CHEMBL3357634,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,10000.0,inactive,441.5060000000002,5.071900000000004,2.0,5.0,10000.0,5.0
599,CHEMBL3426225,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,10000.0,inactive,494.59500000000025,4.634600000000003,2.0,6.0,10000.0,5.0
600,CHEMBL3701722,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccc(F)c3-4)cc2)C1,0.91,active,394.4780000000002,4.966900000000003,1.0,5.0,0.91,9.040958607678906
601,CHEMBL3701739,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,1.8,active,453.5420000000002,4.941400000000003,2.0,6.0,1.8,8.744727494896694
602,CHEMBL5316198,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)CC(O)(C2CC2)C1,0.78,active,448.52600000000024,4.804480000000003,2.0,6.0,0.78,9.10790539730952
603,CHEMBL3701721,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1,0.91,active,510.59400000000034,3.6549000000000023,4.0,7.0,0.91,9.040958607678906
604,CHEMBL3701756,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1,4.0,active,463.58100000000024,5.631320000000005,2.0,5.0,4.0,8.397940008672037
605,CHEMBL3701778,CC1(O)CC(O)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(=O)O)ccc3-4)cc2)C1,0.94,active,438.5310000000002,4.717900000000003,2.0,6.0,0.94,9.0268721464003
606,CHEMBL3701776,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(N)=O)ccc3-4)cc2)C1,0.4,active,479.58000000000027,5.331500000000004,2.0,6.0,0.4,9.397940008672037
607,CHEMBL3701725,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(F)ccc3-4)cc2)C1,2.0,active,505.5720000000003,6.3065400000000045,3.0,5.0,2.0,8.698970004336019
608,CHEMBL3701768,CN(C)C(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,1.3,active,489.57900000000024,5.322900000000003,3.0,6.0,1.3,8.886056647693163
609,CHEMBL3701731,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3ccccc3-4)cc2)CCC1,6.5,active,469.5920000000003,6.061340000000004,3.0,5.0,6.5,8.187086643357144
610,CHEMBL3701736,COc1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1,0.91,active,493.60700000000026,5.721600000000007,2.0,6.0,0.91,9.040958607678906
611,CHEMBL3701761,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C#N)cc3-4)cc2)C1,0.97,active,489.57900000000024,5.322900000000003,3.0,6.0,0.97,9.013228265733755
612,CHEMBL3701774,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(=O)NCCO)cc3-4)cc2)C1,0.57,active,424.5040000000002,4.327800000000003,2.0,6.0,0.57,9.244125144327509
613,CHEMBL5316197,Cc1cccc2c1OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1,1.5,active,450.54200000000026,4.717900000000004,2.0,6.0,1.5,8.823908740944319
614,CHEMBL3701745,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)C1,4.6,active,394.4780000000002,4.966900000000003,1.0,5.0,4.6,8.337242168318426
615,CHEMBL5316196,COc1cccc2c1OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1,2.0,active,467.54400000000027,5.462000000000005,2.0,5.0,2.0,8.698970004336019
617,CHEMBL3701763,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5cn[nH]c5)cc3-4)cc2)C1,0.42,active,393.4900000000002,5.571900000000004,1.0,4.0,0.42,9.3767507096021
618,CHEMBL3679633,N=C(c1ccccc1)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21,32.0,active,441.5060000000002,5.071900000000004,2.0,5.0,32.0,7.494850021680094
619,CHEMBL3701738,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,1.7,active,479.58000000000027,5.331500000000004,2.0,6.0,1.7,8.769551078621726
620,CHEMBL3701762,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5ccn[nH]5)cc3-4)cc2)C1,0.32,active,454.5300000000002,4.336400000000002,2.0,7.0,0.32,9.494850021680094
621,CHEMBL3701747,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,1.1,active,510.59400000000034,3.6549000000000023,4.0,7.0,1.1,8.958607314841775
622,CHEMBL3701752,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CC(O)(C2CC2)C1,0.91,active,468.50900000000024,4.664600000000003,3.0,6.0,0.91,9.040958607678906
623,CHEMBL3701744,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CCC1,4.0,active,441.5060000000002,5.071900000000004,2.0,5.0,4.0,8.397940008672037
624,CHEMBL3701726,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3c(F)cccc3-4)cc2)CC(O)(C2CC2)C1,1.4,active,399.5190000000002,5.6334000000000035,1.0,5.0,1.4,8.853871964321762
625,CHEMBL5316199,Cc1ccc2c(n1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.85,active,394.4780000000002,4.966900000000003,1.0,5.0,0.85,9.070581074285707
626,CHEMBL3701729,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)CCC1,2.8,active,442.4940000000002,4.466900000000003,2.0,6.0,2.8,8.55284196865778
627,CHEMBL3701718,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)C1,0.5,active,510.5940000000003,4.614100000000004,3.0,7.0,0.5,9.301029995663981
628,CHEMBL3701734,COc1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1,0.6,active,394.4780000000002,4.966900000000003,1.0,5.0,0.6,9.221848749616356
629,CHEMBL3701765,COc1ccc2c(n1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,1.1,active,453.54200000000014,4.941400000000004,2.0,6.0,1.1,8.958607314841775
630,CHEMBL3701772,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(=O)NCCO)ccc3-4)cc2)C1,0.7,active,466.5410000000003,4.0317000000000025,3.0,6.0,0.7,9.154901959985743
631,CHEMBL3701777,CC1(O)CC(O)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(=O)O)cc3-4)cc2)C1,0.91,active,438.5310000000002,4.717900000000004,2.0,6.0,0.91,9.040958607678906
632,CHEMBL3701724,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(F)cc3-4)cc2)C1,1.0,active,494.59500000000025,4.682500000000003,3.0,6.0,1.0,9.0
633,CHEMBL3701730,NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3ccccc3-4)cc2)CCC1,5.4,active,453.54200000000026,4.425100000000003,3.0,6.0,5.4,8.267606240177031
634,CHEMBL3701754,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CCC1,1.6,active,394.4780000000002,4.966900000000003,1.0,5.0,1.6,8.795880017344075
635,CHEMBL3701723,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)C1,1.1,active,450.54200000000026,4.717900000000004,2.0,6.0,1.1,8.958607314841775
636,CHEMBL3701773,CCONC(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1,0.53,active,471.51100000000014,5.247900000000004,2.0,6.0,0.53,9.275724130399212
637,CHEMBL3701748,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)CCC1,1.7,active,467.54400000000027,5.462000000000005,2.0,5.0,1.7,8.769551078621726
638,CHEMBL3701735,COc1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.75,active,494.59500000000025,4.634600000000003,2.0,6.0,0.75,9.1249387366083
639,CHEMBL3701767,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(N)=O)cc3-4)cc2)C1,0.26,active,411.4800000000002,5.711000000000004,1.0,4.0,0.26,9.585026652029182
640,CHEMBL3701746,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,2.1,active,448.52600000000024,4.804480000000003,2.0,6.0,2.1,8.67778070526608
641,CHEMBL3701769,CCNC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.31,active,449.55400000000026,5.322900000000005,2.0,5.0,0.31,9.508638306165727
642,CHEMBL3701759,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(CO)ccc3-4)cc2)C1,2.7,active,424.5040000000002,4.327800000000003,2.0,6.0,2.7,8.568636235841012
643,CHEMBL3701751,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CCC1,1.1,active,450.54200000000026,4.717900000000003,2.0,6.0,1.1,8.958607314841775
644,CHEMBL3701749,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CC(O)(C2CC2)C1,0.48,active,528.6160000000003,4.909670000000004,3.0,6.0,0.48,9.318758762624412
645,CHEMBL3679632,C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4ccc5nnc(C(F)F)n5c4cc3-c3ccccc3)cc2)C1,1.7,active,483.9990000000003,5.9763000000000055,2.0,5.0,1.7,8.769551078621726
646,CHEMBL3701717,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1,0.29,active,451.53000000000026,4.112900000000003,2.0,7.0,0.29,9.537602002101044
647,CHEMBL3701771,CN(C)C(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1,3.5,active,510.59400000000034,4.614100000000003,3.0,7.0,3.5,8.455931955649724
648,CHEMBL3701719,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(F)c3-4)cc2)CCC1,1.2,active,453.54200000000026,4.425100000000003,3.0,6.0,1.2,8.920818753952375
649,CHEMBL3701760,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C#N)ccc3-4)cc2)C1,1.2,active,509.60600000000034,5.340100000000004,2.0,7.0,1.2,8.920818753952375
650,CHEMBL3701727,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)CC(O)(C2CC2)C1,1.0,active,424.5040000000002,4.327800000000003,2.0,6.0,1.0,9.0
651,CHEMBL3701753,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)C1,0.97,active,473.57300000000026,5.523500000000005,2.0,6.0,0.97,9.013228265733755
652,CHEMBL3701742,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CC(O)(C2CC2)C1,1.6,active,480.56800000000027,4.292400000000002,3.0,6.0,1.6,8.795880017344075
654,CHEMBL3701737,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccc(Cl)c3-4)cc2)CC(O)(C2CC2)C1,0.3,active,479.5800000000002,5.3315000000000055,2.0,6.0,0.3,9.522878745280337
655,CHEMBL3701755,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)CC(O)(C2CC2)C1,3.3,active,407.5210000000001,5.0329400000000035,3.0,5.0,3.3,8.481486060122112
656,CHEMBL3701775,CCONC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.4,active,439.5190000000002,4.112900000000003,2.0,7.0,0.4,9.397940008672037
657,CHEMBL3701758,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(CO)cc3-4)cc2)C1,0.55,active,480.56800000000027,4.292400000000003,3.0,6.0,0.55,9.259637310505756
658,CHEMBL3701740,COc1cc(OC)c2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(O)(C4CC4)C3)cc2)c1-c1ccccc1,0.27,active,423.5160000000002,4.932800000000004,2.0,5.0,0.27,9.568636235841012
659,CHEMBL3701743,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)C1,2.0,active,424.5040000000002,4.327800000000003,2.0,6.0,2.0,8.698970004336019
660,CHEMBL3701720,NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1,0.71,active,479.5800000000002,5.3315000000000055,2.0,6.0,0.71,9.148741651280925
661,CHEMBL3701766,CNC(=O)c1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.28,active,366.24400000000014,4.0888000000000035,1.0,3.0,0.28,9.55284196865778
662,CHEMBL3679629,N=C(N)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21,24.0,active,467.4570000000001,3.6644000000000014,2.0,7.0,24.0,7.619788758288394
663,CHEMBL3701733,COc1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,5.1,active,551.654,6.320200000000006,2.0,6.0,5.1,8.292429823902063
664,CHEMBL3679630,CC(=N)n1c(=N)ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)cc21,50.0,active,466.5410000000003,4.354000000000003,2.0,6.0,50.0,7.301029995663981
665,CHEMBL3701757,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1,7.0,active,386.45500000000004,4.2375000000000025,2.0,5.0,7.0,8.154901959985743
666,CHEMBL3701770,CNC(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1,0.49,active,477.33900000000006,4.774000000000003,2.0,5.0,0.49,9.309803919971486
667,CHEMBL3701728,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)C1,1.7,active,521.7900000000002,4.883100000000003,2.0,5.0,1.7,8.769551078621726
668,CHEMBL3701750,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)C1,0.74,active,456.92100000000005,4.429020000000002,2.0,5.0,0.74,9.130768280269024
669,CHEMBL3701732,COc1cccc2c1-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,0.35,active,392.88700000000006,3.240900000000001,2.0,5.0,0.35,9.455931955649724
670,CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,10000.0,inactive,420.9410000000001,3.803300000000002,2.0,5.0,10000.0,5.0
671,CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive,461.2710000000001,4.305500000000002,2.0,5.0,10000.0,5.0
672,CHEMBL258844,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1,10.0,active,390.846,3.080820000000001,2.0,5.0,10.0,8.0
673,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,16.0,active,406.91400000000004,3.5493200000000016,2.0,5.0,16.0,7.795880017344075
674,CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,10000.0,inactive,471.78300000000024,4.003400000000002,2.0,5.0,10000.0,5.0
675,CHEMBL3892820,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)sc1Cl,31.62,active,521.7900000000002,4.883100000000003,2.0,5.0,31.62,7.50003813440381
